# -------------------------------------------------------
# ---- CSV created by:  mightymerge.io                   
# -------------------------------------------------------

College_ID,Institute_Code,College_Name,Branch,CAP_Round,Category,Gender,Seat_Type,Home_University,Cutoff_Percentile,Cutoff_Rank,Annual_Fees,Intake
132,MH1132,Shrirampur Polytechnic and Engineering College,Mechanical Engineering,CAP2,NT2,Male,State Level,RTM Nagpur University,54.59,431469,74000,30
132,MH1132,Shrirampur Polytechnic and Engineering College,Mechanical Engineering,CAP1,EWS,Male,Other Than Home University,Pune University (SPPU),75.83,229702,52000,120
132,MH1132,Shrirampur Polytechnic and Engineering College,Electronics and Telecommunication Engineering,CAP2,EWS,Female,Other Than Home University,Pune University (SPPU),76.19,226259,51000,60
132,MH1132,Shrirampur Polytechnic and Engineering College,Electronics and Telecommunication Engineering,CAP3,OBC,Male,Home University,Pune University (SPPU),57.4,405105,57000,90
132,MH1132,Shrirampur Polytechnic and Engineering College,Electronics and Telecommunication Engineering,CAP2,OPEN,Male,State Level,RTM Nagpur University,62.22,359409,53000,90
132,MH1132,Shrirampur Polytechnic and Engineering College,Information Technology,CAP2,OBC,Female,Other Than Home University,SRTM Nanded University,58.0,399492,72000,30
132,MH1132,Shrirampur Polytechnic and Engineering College,Information Technology,CAP2,VJ,Female,TFWS,Mumbai University,69.5,290195,49000,90
132,MH1132,Shrirampur Polytechnic and Engineering College,Information Technology,CAP1,OPEN,Male,Home University,SRTM Nanded University,66.28,320385,60000,60
133,MH1133,"Dattatray Bhausaheb College of Engineering, Thane",Mechanical Engineering,CAP3,ST,Male,State Level,Mumbai University,48.6,488498,47000,120
133,MH1133,"Dattatray Bhausaheb College of Engineering, Thane",Mechanical Engineering,CAP3,NT2,Male,Home University,RTM Nagpur University,59.34,386333,62000,120
133,MH1133,"Dattatray Bhausaheb College of Engineering, Thane",Mechanical Engineering,CAP1,NT2,Male,State Level,Pune University (SPPU),54.57,431911,69000,120
133,MH1133,"Dattatray Bhausaheb College of Engineering, Thane",Information Technology,CAP1,ST,Female,Home University,SRTM Nanded University,47.67,497620,59000,30
133,MH1133,"Dattatray Bhausaheb College of Engineering, Thane",Information Technology,CAP3,VJ,Female,Other Than Home University,Shivaji University Kolhapur,74.85,239155,47000,90
133,MH1133,"Dattatray Bhausaheb College of Engineering, Thane",Information Technology,CAP2,NT1,Male,State Level,Pune University (SPPU),68.87,296024,54000,60
133,MH1133,"Dattatray Bhausaheb College of Engineering, Thane",Civil Engineering,CAP3,VJ,Male,Other Than Home University,Mumbai University,52.85,448000,77000,90
133,MH1133,"Dattatray Bhausaheb College of Engineering, Thane",Civil Engineering,CAP3,EWS,Female,Home University,RTM Nagpur University,67.01,313485,79000,30
133,MH1133,"Dattatray Bhausaheb College of Engineering, Thane",Civil Engineering,CAP1,VJ,Female,Other Than Home University,Mumbai University,54.08,436507,79000,60
133,MH1133,"Dattatray Bhausaheb College of Engineering, Thane",Electronics and Telecommunication Engineering,CAP1,OBC,Male,Other Than Home University,Mumbai University,55.43,423694,57000,120
133,MH1133,"Dattatray Bhausaheb College of Engineering, Thane",Electronics and Telecommunication Engineering,CAP1,SC,Male,State Level,SRTM Nanded University,54.3,434426,78000,90
133,MH1133,"Dattatray Bhausaheb College of Engineering, Thane",Electronics and Telecommunication Engineering,CAP2,NT1,Male,Other Than Home University,Pune University (SPPU),73.11,255823,74000,120
133,MH1133,"Dattatray Bhausaheb College of Engineering, Thane",Artificial Intelligence and Data Science,CAP1,OPEN,Male,TFWS,Pune University (SPPU),73.12,255813,69000,60
133,MH1133,"Dattatray Bhausaheb College of Engineering, Thane",Artificial Intelligence and Data Science,CAP1,ST,Female,TFWS,RTM Nagpur University,52.94,447392,52000,90
133,MH1133,"Dattatray Bhausaheb College of Engineering, Thane",Artificial Intelligence and Data Science,CAP1,NT1,Female,State Level,Mumbai University,65.84,324700,64000,30
134,MH1134,"Loknete Chhatrapati Institute of Technology, Chalisgaon",Chemical Engineering,CAP1,ST,Male,Other Than Home University,Shivaji University Kolhapur,46.78,505962,75000,60
134,MH1134,"Loknete Chhatrapati Institute of Technology, Chalisgaon",Chemical Engineering,CAP2,OPEN,Female,TFWS,Shivaji University Kolhapur,76.46,223966,66000,90
134,MH1134,"Loknete Chhatrapati Institute of Technology, Chalisgaon",Chemical Engineering,CAP2,OBC,Male,Home University,Mumbai University,67.57,308391,72000,120
134,MH1134,"Loknete Chhatrapati Institute of Technology, Chalisgaon",Artificial Intelligence and Data Science,CAP2,ST,Female,Other Than Home University,RTM Nagpur University,60.56,374925,62000,60
134,MH1134,"Loknete Chhatrapati Institute of Technology, Chalisgaon",Artificial Intelligence and Data Science,CAP1,NT1,Female,TFWS,Shivaji University Kolhapur,69.75,287601,75000,120
134,MH1134,"Loknete Chhatrapati Institute of Technology, Chalisgaon",Artificial Intelligence and Data Science,CAP3,VJ,Female,Other Than Home University,RTM Nagpur University,69.07,293937,71000,60
134,MH1134,"Loknete Chhatrapati Institute of Technology, Chalisgaon",Electrical Engineering,CAP1,VJ,Female,State Level,Mumbai University,69.13,293660,72000,90
134,MH1134,"Loknete Chhatrapati Institute of Technology, Chalisgaon",Electrical Engineering,CAP3,OPEN,Female,Other Than Home University,SGB Amravati University,58.17,397633,45000,90
134,MH1134,"Loknete Chhatrapati Institute of Technology, Chalisgaon",Electrical Engineering,CAP3,NT1,Female,Other Than Home University,Mumbai University,69.53,289951,64000,60
135,MH1135,"Rajarshi Shahu Shankarrao College of Engineering, Science and Technology, Satara",Electrical Engineering,CAP3,EWS,Male,Home University,RTM Nagpur University,84.84,144266,84000,60
135,MH1135,"Rajarshi Shahu Shankarrao College of Engineering, Science and Technology, Satara",Electrical Engineering,CAP3,OPEN,Female,State Level,SGB Amravati University,84.92,143485,76000,60
135,MH1135,"Rajarshi Shahu Shankarrao College of Engineering, Science and Technology, Satara",Electrical Engineering,CAP1,NT2,Female,Home University,RTM Nagpur University,79.29,196762,73000,60
135,MH1135,"Rajarshi Shahu Shankarrao College of Engineering, Science and Technology, Satara",Electronics and Telecommunication Engineering,CAP3,ST,Male,Other Than Home University,SGB Amravati University,82.62,165448,75000,60
135,MH1135,"Rajarshi Shahu Shankarrao College of Engineering, Science and Technology, Satara",Electronics and Telecommunication Engineering,CAP2,NT1,Female,TFWS,SGB Amravati University,82.64,165011,105000,90
135,MH1135,"Rajarshi Shahu Shankarrao College of Engineering, Science and Technology, Satara",Electronics and Telecommunication Engineering,CAP3,VJ,Female,TFWS,SGB Amravati University,78.27,206925,100000,30
135,MH1135,"Rajarshi Shahu Shankarrao College of Engineering, Science and Technology, Satara",Artificial Intelligence and Data Science,CAP3,OPEN,Female,TFWS,SRTM Nanded University,85.93,133822,98000,60
135,MH1135,"Rajarshi Shahu Shankarrao College of Engineering, Science and Technology, Satara",Artificial Intelligence and Data Science,CAP3,SC,Male,Other Than Home University,Mumbai University,72.8,258679,106000,30
135,MH1135,"Rajarshi Shahu Shankarrao College of Engineering, Science and Technology, Satara",Artificial Intelligence and Data Science,CAP2,SC,Female,Home University,Shivaji University Kolhapur,78.15,208005,98000,30
135,MH1135,"Rajarshi Shahu Shankarrao College of Engineering, Science and Technology, Satara",Mechanical Engineering,CAP2,OPEN,Female,TFWS,RTM Nagpur University,87.54,118454,86000,90
135,MH1135,"Rajarshi Shahu Shankarrao College of Engineering, Science and Technology, Satara",Mechanical Engineering,CAP3,VJ,Female,Other Than Home University,SRTM Nanded University,73.84,248990,109000,30
135,MH1135,"Rajarshi Shahu Shankarrao College of Engineering, Science and Technology, Satara",Mechanical Engineering,CAP3,NT2,Male,TFWS,Pune University (SPPU),76.84,220168,107000,120
136,MH1136,"Vithoba Karmaveer Institute of Engineering and Technology, Parbhani",Artificial Intelligence and Data Science,CAP1,VJ,Male,Home University,RTM Nagpur University,77.76,211760,94000,60
136,MH1136,"Vithoba Karmaveer Institute of Engineering and Technology, Parbhani",Artificial Intelligence and Data Science,CAP3,NT1,Male,State Level,Pune University (SPPU),81.39,176958,70000,90
136,MH1136,"Vithoba Karmaveer Institute of Engineering and Technology, Parbhani",Artificial Intelligence and Data Science,CAP2,OBC,Male,TFWS,SGB Amravati University,90.92,86639,101000,90
136,MH1136,"Vithoba Karmaveer Institute of Engineering and Technology, Parbhani",Mechanical Engineering,CAP2,SC,Female,TFWS,SGB Amravati University,82.74,164172,74000,60
136,MH1136,"Vithoba Karmaveer Institute of Engineering and Technology, Parbhani",Mechanical Engineering,CAP3,NT2,Male,State Level,Shivaji University Kolhapur,73.29,254011,100000,60
136,MH1136,"Vithoba Karmaveer Institute of Engineering and Technology, Parbhani",Mechanical Engineering,CAP2,EWS,Female,State Level,RTM Nagpur University,76.63,222233,95000,120
136,MH1136,"Vithoba Karmaveer Institute of Engineering and Technology, Parbhani",Chemical Engineering,CAP1,VJ,Female,Home University,Mumbai University,76.7,221529,96000,30
136,MH1136,"Vithoba Karmaveer Institute of Engineering and Technology, Parbhani",Chemical Engineering,CAP3,NT2,Female,TFWS,RTM Nagpur University,87.2,121895,85000,120
136,MH1136,"Vithoba Karmaveer Institute of Engineering and Technology, Parbhani",Chemical Engineering,CAP3,EWS,Male,State Level,SGB Amravati University,84.37,148911,98000,60
136,MH1136,"Vithoba Karmaveer Institute of Engineering and Technology, Parbhani",Electrical Engineering,CAP2,NT1,Male,TFWS,RTM Nagpur University,84.99,142763,106000,30
136,MH1136,"Vithoba Karmaveer Institute of Engineering and Technology, Parbhani",Electrical Engineering,CAP3,VJ,Male,TFWS,SGB Amravati University,80.68,183777,99000,30
136,MH1136,"Vithoba Karmaveer Institute of Engineering and Technology, Parbhani",Electrical Engineering,CAP2,NT2,Male,Other Than Home University,Mumbai University,79.48,195359,87000,120
136,MH1136,"Vithoba Karmaveer Institute of Engineering and Technology, Parbhani",Computer Engineering,CAP3,VJ,Male,State Level,RTM Nagpur University,76.4,224451,79000,60
136,MH1136,"Vithoba Karmaveer Institute of Engineering and Technology, Parbhani",Computer Engineering,CAP3,SC,Female,Other Than Home University,RTM Nagpur University,87.15,122394,97000,90
136,MH1136,"Vithoba Karmaveer Institute of Engineering and Technology, Parbhani",Computer Engineering,CAP2,EWS,Female,State Level,RTM Nagpur University,87.05,123442,100000,60
137,MH1137,"Vithoba Shree Institute of Engineering and Technology, Pandharpur",Mechanical Engineering,CAP2,VJ,Male,TFWS,RTM Nagpur University,77.14,217455,87000,120
137,MH1137,"Vithoba Shree Institute of Engineering and Technology, Pandharpur",Mechanical Engineering,CAP3,OBC,Male,TFWS,RTM Nagpur University,82.25,168894,82000,120
137,MH1137,"Vithoba Shree Institute of Engineering and Technology, Pandharpur",Mechanical Engineering,CAP2,OPEN,Female,Home University,Mumbai University,87.39,119945,73000,60
137,MH1137,"Vithoba Shree Institute of Engineering and Technology, Pandharpur",Artificial Intelligence and Data Science,CAP1,VJ,Female,TFWS,RTM Nagpur University,87.13,122578,102000,60
137,MH1137,"Vithoba Shree Institute of Engineering and Technology, Pandharpur",Artificial Intelligence and Data Science,CAP3,NT1,Female,Home University,SRTM Nanded University,79.87,191278,92000,30
137,MH1137,"Vithoba Shree Institute of Engineering and Technology, Pandharpur",Artificial Intelligence and Data Science,CAP3,EWS,Male,Other Than Home University,Mumbai University,80.09,189529,89000,90
137,MH1137,"Vithoba Shree Institute of Engineering and Technology, Pandharpur",Civil Engineering,CAP3,NT1,Male,State Level,RTM Nagpur University,80.0,190210,97000,30
137,MH1137,"Vithoba Shree Institute of Engineering and Technology, Pandharpur",Civil Engineering,CAP2,VJ,Female,Home University,SGB Amravati University,73.01,256707,108000,90
137,MH1137,"Vithoba Shree Institute of Engineering and Technology, Pandharpur",Civil Engineering,CAP2,OPEN,Male,State Level,SRTM Nanded University,78.21,207436,86000,60
137,MH1137,"Vithoba Shree Institute of Engineering and Technology, Pandharpur",Information Technology,CAP1,OPEN,Male,State Level,SRTM Nanded University,81.35,177365,83000,120
137,MH1137,"Vithoba Shree Institute of Engineering and Technology, Pandharpur",Information Technology,CAP2,EWS,Female,Other Than Home University,SGB Amravati University,88.67,107948,86000,60
137,MH1137,"Vithoba Shree Institute of Engineering and Technology, Pandharpur",Information Technology,CAP2,SC,Male,TFWS,Shivaji University Kolhapur,82.35,168066,106000,90
137,MH1137,"Vithoba Shree Institute of Engineering and Technology, Pandharpur",Electrical Engineering,CAP3,OBC,Female,TFWS,RTM Nagpur University,89.24,102553,103000,120
137,MH1137,"Vithoba Shree Institute of Engineering and Technology, Pandharpur",Electrical Engineering,CAP2,NT2,Female,Home University,RTM Nagpur University,73.79,249144,108000,90
137,MH1137,"Vithoba Shree Institute of Engineering and Technology, Pandharpur",Electrical Engineering,CAP2,NT2,Male,TFWS,Pune University (SPPU),77.54,213604,92000,30
138,MH1138,"Dattatray Sant College of Engineering and Technology, Washim",Electrical Engineering,CAP2,EWS,Male,Home University,Pune University (SPPU),60.4,376552,50000,90
138,MH1138,"Dattatray Sant College of Engineering and Technology, Washim",Electrical Engineering,CAP1,VJ,Female,Home University,Pune University (SPPU),66.32,320238,51000,30
138,MH1138,"Dattatray Sant College of Engineering and Technology, Washim",Electrical Engineering,CAP1,SC,Female,Other Than Home University,Mumbai University,55.05,427462,46000,120
138,MH1138,"Dattatray Sant College of Engineering and Technology, Washim",Computer Engineering,CAP3,SC,Female,TFWS,Pune University (SPPU),54.89,428583,79000,90
138,MH1138,"Dattatray Sant College of Engineering and Technology, Washim",Computer Engineering,CAP1,OBC,Male,State Level,Shivaji University Kolhapur,56.57,412644,47000,60
138,MH1138,"Dattatray Sant College of Engineering and Technology, Washim",Computer Engineering,CAP3,EWS,Male,State Level,Pune University (SPPU),70.42,281218,54000,30
138,MH1138,"Dattatray Sant College of Engineering and Technology, Washim",Mechanical Engineering,CAP3,OPEN,Female,TFWS,Pune University (SPPU),58.09,398575,79000,30
138,MH1138,"Dattatray Sant College of Engineering and Technology, Washim",Mechanical Engineering,CAP2,NT1,Female,TFWS,Pune University (SPPU),56.27,415904,61000,60
138,MH1138,"Dattatray Sant College of Engineering and Technology, Washim",Mechanical Engineering,CAP3,EWS,Female,Home University,Shivaji University Kolhapur,77.26,216519,46000,120
139,MH1139,"Chhatrapati Padmashri College of Engineering, Solapur",Electrical Engineering,CAP3,VJ,Female,State Level,RTM Nagpur University,60.91,371836,60000,60
139,MH1139,"Chhatrapati Padmashri College of Engineering, Solapur",Electrical Engineering,CAP3,ST,Female,Home University,Shivaji University Kolhapur,47.93,494902,60000,120
139,MH1139,"Chhatrapati Padmashri College of Engineering, Solapur",Electrical Engineering,CAP2,ST,Male,Other Than Home University,RTM Nagpur University,51.41,461812,79000,90
139,MH1139,"Chhatrapati Padmashri College of Engineering, Solapur",Artificial Intelligence and Data Science,CAP2,VJ,Female,State Level,SRTM Nanded University,74.37,243970,54000,60
139,MH1139,"Chhatrapati Padmashri College of Engineering, Solapur",Artificial Intelligence and Data Science,CAP1,VJ,Male,Other Than Home University,SGB Amravati University,66.12,322108,54000,30
139,MH1139,"Chhatrapati Padmashri College of Engineering, Solapur",Artificial Intelligence and Data Science,CAP2,SC,Female,Home University,Pune University (SPPU),69.67,288518,51000,60
139,MH1139,"Chhatrapati Padmashri College of Engineering, Solapur",Information Technology,CAP2,NT1,Female,State Level,Pune University (SPPU),71.95,266480,68000,90
139,MH1139,"Chhatrapati Padmashri College of Engineering, Solapur",Information Technology,CAP3,OPEN,Male,Other Than Home University,RTM Nagpur University,73.81,249069,45000,120
139,MH1139,"Chhatrapati Padmashri College of Engineering, Solapur",Information Technology,CAP3,EWS,Male,TFWS,RTM Nagpur University,59.69,383295,64000,60
139,MH1139,"Chhatrapati Padmashri College of Engineering, Solapur",Mechanical Engineering,CAP3,OBC,Female,Home University,Mumbai University,63.63,345611,58000,90
139,MH1139,"Chhatrapati Padmashri College of Engineering, Solapur",Mechanical Engineering,CAP2,EWS,Female,State Level,SRTM Nanded University,68.25,302092,66000,60
139,MH1139,"Chhatrapati Padmashri College of Engineering, Solapur",Mechanical Engineering,CAP3,OBC,Male,State Level,SGB Amravati University,74.42,243353,46000,60
140,MH1140,Sangli Institute of Technology,Computer Engineering,CAP2,VJ,Male,Other Than Home University,Pune University (SPPU),80.7,183599,91000,30
140,MH1140,Sangli Institute of Technology,Computer Engineering,CAP3,ST,Male,Other Than Home University,SGB Amravati University,79.12,198742,91000,30
140,MH1140,Sangli Institute of Technology,Computer Engineering,CAP1,VJ,Male,State Level,Pune University (SPPU),86.51,128555,103000,90
140,MH1140,Sangli Institute of Technology,Electronics and Telecommunication Engineering,CAP2,EWS,Female,TFWS,SRTM Nanded University,89.93,96080,73000,60
140,MH1140,Sangli Institute of Technology,Electronics and Telecommunication Engineering,CAP3,OPEN,Female,Other Than Home University,Mumbai University,85.13,141731,107000,90
140,MH1140,Sangli Institute of Technology,Electronics and Telecommunication Engineering,CAP2,NT1,Male,Home University,Pune University (SPPU),83.06,161183,102000,90
140,MH1140,Sangli Institute of Technology,Information Technology,CAP3,OBC,Male,TFWS,Mumbai University,78.66,202928,83000,120
140,MH1140,Sangli Institute of Technology,Information Technology,CAP2,NT1,Male,TFWS,Shivaji University Kolhapur,77.35,215654,102000,30
140,MH1140,Sangli Institute of Technology,Information Technology,CAP1,NT1,Female,State Level,Mumbai University,83.03,161467,78000,30
140,MH1140,Sangli Institute of Technology,Civil Engineering,CAP2,SC,Female,Home University,SGB Amravati University,84.09,151347,94000,60
140,MH1140,Sangli Institute of Technology,Civil Engineering,CAP1,SC,Female,TFWS,Mumbai University,73.12,255479,86000,30
140,MH1140,Sangli Institute of Technology,Civil Engineering,CAP2,EWS,Female,Other Than Home University,RTM Nagpur University,89.9,96046,106000,120
141,MH1141,"Bhausaheb Savitribai Institute of Technology, Washim",Chemical Engineering,CAP1,EWS,Female,Other Than Home University,SGB Amravati University,68.91,295670,76000,30
141,MH1141,"Bhausaheb Savitribai Institute of Technology, Washim",Chemical Engineering,CAP1,VJ,Male,Home University,RTM Nagpur University,66.38,319855,47000,60
141,MH1141,"Bhausaheb Savitribai Institute of Technology, Washim",Chemical Engineering,CAP1,ST,Male,Other Than Home University,Mumbai University,66.98,313919,58000,30
141,MH1141,"Bhausaheb Savitribai Institute of Technology, Washim",Mechanical Engineering,CAP1,SC,Female,Home University,RTM Nagpur University,54.75,430255,64000,120
141,MH1141,"Bhausaheb Savitribai Institute of Technology, Washim",Mechanical Engineering,CAP1,SC,Male,Other Than Home University,RTM Nagpur University,62.04,360629,67000,30
141,MH1141,"Bhausaheb Savitribai Institute of Technology, Washim",Mechanical Engineering,CAP2,EWS,Male,State Level,RTM Nagpur University,65.21,330998,65000,120
141,MH1141,"Bhausaheb Savitribai Institute of Technology, Washim",Artificial Intelligence and Data Science,CAP3,NT2,Female,State Level,Mumbai University,76.15,226714,63000,60
141,MH1141,"Bhausaheb Savitribai Institute of Technology, Washim",Artificial Intelligence and Data Science,CAP3,NT2,Female,Other Than Home University,SGB Amravati University,73.76,249462,53000,30
141,MH1141,"Bhausaheb Savitribai Institute of Technology, Washim",Artificial Intelligence and Data Science,CAP1,SC,Male,Other Than Home University,Mumbai University,55.7,420917,75000,30
141,MH1141,"Bhausaheb Savitribai Institute of Technology, Washim",Computer Engineering,CAP3,ST,Male,Home University,Shivaji University Kolhapur,68.17,302527,72000,60
141,MH1141,"Bhausaheb Savitribai Institute of Technology, Washim",Computer Engineering,CAP2,EWS,Male,State Level,Pune University (SPPU),73.96,247383,58000,60
141,MH1141,"Bhausaheb Savitribai Institute of Technology, Washim",Computer Engineering,CAP3,OBC,Male,Home University,Mumbai University,63.46,347442,70000,60
141,MH1141,"Bhausaheb Savitribai Institute of Technology, Washim",Electronics and Telecommunication Engineering,CAP2,VJ,Female,Home University,SGB Amravati University,74.44,242874,46000,60
141,MH1141,"Bhausaheb Savitribai Institute of Technology, Washim",Electronics and Telecommunication Engineering,CAP3,EWS,Female,Home University,RTM Nagpur University,65.03,332582,69000,60
141,MH1141,"Bhausaheb Savitribai Institute of Technology, Washim",Electronics and Telecommunication Engineering,CAP2,NT1,Female,Home University,RTM Nagpur University,61.86,362824,79000,90
142,MH1142,"Padmashri Dattatray Polytechnic and Engineering College, Amravati",Electronics and Telecommunication Engineering,CAP3,ST,Male,State Level,SGB Amravati University,55.15,426147,49000,90
142,MH1142,"Padmashri Dattatray Polytechnic and Engineering College, Amravati",Electronics and Telecommunication Engineering,CAP1,OPEN,Female,State Level,Pune University (SPPU),62.14,359819,61000,90
142,MH1142,"Padmashri Dattatray Polytechnic and Engineering College, Amravati",Electronics and Telecommunication Engineering,CAP3,NT2,Female,Other Than Home University,SGB Amravati University,65.44,328510,59000,120
142,MH1142,"Padmashri Dattatray Polytechnic and Engineering College, Amravati",Chemical Engineering,CAP1,NT1,Female,Home University,RTM Nagpur University,61.91,361891,63000,120
142,MH1142,"Padmashri Dattatray Polytechnic and Engineering College, Amravati",Chemical Engineering,CAP3,ST,Male,Home University,Mumbai University,59.11,388506,67000,120
142,MH1142,"Padmashri Dattatray Polytechnic and Engineering College, Amravati",Chemical Engineering,CAP3,OPEN,Male,Home University,RTM Nagpur University,71.24,273648,73000,60
142,MH1142,"Padmashri Dattatray Polytechnic and Engineering College, Amravati",Electrical Engineering,CAP1,OBC,Female,State Level,RTM Nagpur University,73.39,252961,74000,120
142,MH1142,"Padmashri Dattatray Polytechnic and Engineering College, Amravati",Electrical Engineering,CAP1,NT2,Male,Home University,SRTM Nanded University,58.43,394999,63000,60
142,MH1142,"Padmashri Dattatray Polytechnic and Engineering College, Amravati",Electrical Engineering,CAP3,EWS,Female,TFWS,SGB Amravati University,67.96,304562,66000,60
143,MH1143,"Shree Bapusaheb Savitribai Institute of Engineering and Technology, Ratnagiri",Electrical Engineering,CAP3,SC,Male,Other Than Home University,SRTM Nanded University,66.44,318884,56000,60
143,MH1143,"Shree Bapusaheb Savitribai Institute of Engineering and Technology, Ratnagiri",Electrical Engineering,CAP2,OBC,Female,Other Than Home University,Pune University (SPPU),67.74,306765,49000,120
143,MH1143,"Shree Bapusaheb Savitribai Institute of Engineering and Technology, Ratnagiri",Electrical Engineering,CAP3,SC,Male,State Level,RTM Nagpur University,70.76,278050,75000,60
143,MH1143,"Shree Bapusaheb Savitribai Institute of Engineering and Technology, Ratnagiri",Artificial Intelligence and Data Science,CAP3,OPEN,Female,Home University,Mumbai University,80.05,189616,74000,60
143,MH1143,"Shree Bapusaheb Savitribai Institute of Engineering and Technology, Ratnagiri",Artificial Intelligence and Data Science,CAP1,EWS,Male,State Level,SRTM Nanded University,58.98,390141,74000,60
143,MH1143,"Shree Bapusaheb Savitribai Institute of Engineering and Technology, Ratnagiri",Artificial Intelligence and Data Science,CAP3,NT1,Female,Other Than Home University,Mumbai University,68.42,300171,76000,120
143,MH1143,"Shree Bapusaheb Savitribai Institute of Engineering and Technology, Ratnagiri",Electronics and Telecommunication Engineering,CAP2,NT1,Male,State Level,SRTM Nanded University,53.1,445716,75000,60
143,MH1143,"Shree Bapusaheb Savitribai Institute of Engineering and Technology, Ratnagiri",Electronics and Telecommunication Engineering,CAP1,OBC,Male,State Level,RTM Nagpur University,55.76,420562,56000,60
143,MH1143,"Shree Bapusaheb Savitribai Institute of Engineering and Technology, Ratnagiri",Electronics and Telecommunication Engineering,CAP3,SC,Male,Home University,RTM Nagpur University,51.78,458119,45000,60
143,MH1143,"Shree Bapusaheb Savitribai Institute of Engineering and Technology, Ratnagiri",Computer Engineering,CAP3,NT1,Male,TFWS,Mumbai University,54.01,437139,66000,60
143,MH1143,"Shree Bapusaheb Savitribai Institute of Engineering and Technology, Ratnagiri",Computer Engineering,CAP2,ST,Female,TFWS,Mumbai University,68.87,295788,69000,90
143,MH1143,"Shree Bapusaheb Savitribai Institute of Engineering and Technology, Ratnagiri",Computer Engineering,CAP1,VJ,Female,Other Than Home University,Mumbai University,53.27,444086,55000,60
143,MH1143,"Shree Bapusaheb Savitribai Institute of Engineering and Technology, Ratnagiri",Information Technology,CAP2,ST,Female,Home University,RTM Nagpur University,50.77,468013,73000,60
143,MH1143,"Shree Bapusaheb Savitribai Institute of Engineering and Technology, Ratnagiri",Information Technology,CAP3,OPEN,Male,TFWS,SGB Amravati University,65.99,323447,73000,90
143,MH1143,"Shree Bapusaheb Savitribai Institute of Engineering and Technology, Ratnagiri",Information Technology,CAP2,EWS,Male,State Level,Mumbai University,66.79,315557,76000,60
144,MH1144,Satara College of Engineering and Management,Information Technology,CAP1,NT2,Male,TFWS,Mumbai University,69.07,294200,64000,30
144,MH1144,Satara College of Engineering and Management,Information Technology,CAP2,VJ,Female,State Level,Mumbai University,73.83,248885,60000,30
144,MH1144,Satara College of Engineering and Management,Information Technology,CAP3,EWS,Female,TFWS,Pune University (SPPU),71.26,273125,79000,90
144,MH1144,Satara College of Engineering and Management,Artificial Intelligence and Data Science,CAP1,OBC,Male,State Level,SGB Amravati University,77.0,218552,62000,120
144,MH1144,Satara College of Engineering and Management,Artificial Intelligence and Data Science,CAP1,ST,Female,State Level,SGB Amravati University,68.34,300824,73000,60
144,MH1144,Satara College of Engineering and Management,Artificial Intelligence and Data Science,CAP1,SC,Male,Other Than Home University,Shivaji University Kolhapur,65.44,328747,57000,30
144,MH1144,Satara College of Engineering and Management,Computer Engineering,CAP3,NT1,Female,TFWS,Pune University (SPPU),67.01,313664,51000,60
144,MH1144,Satara College of Engineering and Management,Computer Engineering,CAP1,VJ,Male,TFWS,Mumbai University,60.41,376441,71000,60
144,MH1144,Satara College of Engineering and Management,Computer Engineering,CAP1,NT2,Male,Other Than Home University,Shivaji University Kolhapur,65.94,323752,64000,90
145,MH1145,"Tatyasaheb Sau. Institute of Technology and Management, Raigad",Civil Engineering,CAP3,VJ,Female,Home University,SGB Amravati University,71.06,275165,83000,60
145,MH1145,"Tatyasaheb Sau. Institute of Technology and Management, Raigad",Civil Engineering,CAP2,EWS,Female,TFWS,Shivaji University Kolhapur,81.95,171740,102000,120
145,MH1145,"Tatyasaheb Sau. Institute of Technology and Management, Raigad",Civil Engineering,CAP3,VJ,Male,State Level,Pune University (SPPU),70.96,275961,100000,120
145,MH1145,"Tatyasaheb Sau. Institute of Technology and Management, Raigad",Mechanical Engineering,CAP2,OBC,Male,State Level,Mumbai University,77.8,211190,106000,120
145,MH1145,"Tatyasaheb Sau. Institute of Technology and Management, Raigad",Mechanical Engineering,CAP3,SC,Female,Other Than Home University,SRTM Nanded University,81.38,177315,80000,60
145,MH1145,"Tatyasaheb Sau. Institute of Technology and Management, Raigad",Mechanical Engineering,CAP2,OBC,Male,Other Than Home University,SRTM Nanded University,75.97,228535,78000,120
145,MH1145,"Tatyasaheb Sau. Institute of Technology and Management, Raigad",Information Technology,CAP3,EWS,Male,Other Than Home University,SRTM Nanded University,87.71,116952,88000,90
145,MH1145,"Tatyasaheb Sau. Institute of Technology and Management, Raigad",Information Technology,CAP1,OBC,Female,State Level,Pune University (SPPU),77.85,210548,106000,90
145,MH1145,"Tatyasaheb Sau. Institute of Technology and Management, Raigad",Information Technology,CAP1,OBC,Male,Home University,Shivaji University Kolhapur,80.39,186492,89000,60
145,MH1145,"Tatyasaheb Sau. Institute of Technology and Management, Raigad",Chemical Engineering,CAP1,NT2,Male,State Level,RTM Nagpur University,83.63,155522,71000,60
145,MH1145,"Tatyasaheb Sau. Institute of Technology and Management, Raigad",Chemical Engineering,CAP1,ST,Male,State Level,Shivaji University Kolhapur,80.27,187587,92000,60
145,MH1145,"Tatyasaheb Sau. Institute of Technology and Management, Raigad",Chemical Engineering,CAP2,ST,Female,Other Than Home University,SGB Amravati University,70.88,276917,94000,120
145,MH1145,"Tatyasaheb Sau. Institute of Technology and Management, Raigad",Electronics and Telecommunication Engineering,CAP1,VJ,Male,TFWS,Mumbai University,77.67,212218,97000,90
